PREDATOR PREY
Paroediceros_lynceus Munna
Paroediceros_lynceus Phytodetritus
Paroediceros_lynceus Sediment
Pleustes_panoplus Neoscolecithrix_farrani
Pleustes_panoplus Laminaria_saccharina
Pleustes_panoplus Laminaria_digitata
Pleustes_panoplus Littorina_saxatilis
Pleustes_panoplus Ischyroceros
Pleustes_panoplus Gammarus_setosus
Pleustes_panoplus Diastylis_goodsiri
Pleustes_panoplus Diastylis_lucifera
Pleustes_panoplus Diastylis_rathkii
Pleustes_panoplus Phytodetritus
Pleustes_panoplus Sediment
Pleusymtes_glabroides Phytodetritus
Pleusymtes_glabroides Sediment
Pontoporeia_femorata Phytodetritus
Pontoporeia_femorata Sediment
Rhachotropis_inflata Phytodetritus
Rhachotropis_inflata Sediment
Spirontocaris_spinus Phytodetritus
Spirontocaris_turgida Sediment
Stilomysis_grandis Phytodetritus
Syrrhoe_crenulata Sediment
Tanaidacea Phytodetritus
Tanaidacea Sediment
Unciola_leucopis Phytodetritus
Unciola_leucopis Sediment
Weyprechtia_pinguis Phytodetritus
Weyprechtia_pinguis Sediment
Haliclona POM
Haliclona Phytodetritus
Aglaophamus_malmgreni Aglaophamus_malmgreni
Aglaophamus_malmgreni Ampharete_finmarchica
Aglaophamus_malmgreni Heteromastus_filiformis
Aglaophamus_malmgreni Leitoscoloplos_mammosus
Aglaophamus_malmgreni Levinsenia_gracilis
Aglaophamus_malmgreni Lumbrineris
Aglaophamus_malmgreni Lysippe_labiata
Aglaophamus_malmgreni Nephtys_ciliata
Aglaophamus_malmgreni Nereimyra_punctata
Aglaophamus_malmgreni Nereis_zonata
Aglaophamus_malmgreni Pholoe_assimilis
Aglaophamus_malmgreni Phyllodoce
Aglaophamus_malmgreni Priapulus_caudatus
Aglaophamus_malmgreni Sipunculida
Aglaophamus_malmgreni Philine
Aglaophamus_malmgreni Phytodetritus
Aglaophamus_malmgreni Sediment
Ampharete_finmarchica Phytodetritus
Ampharete_finmarchica Sediment
Brada_inhabilis Phytodetritus
Brada_inhabilis Sediment
Brada_villosa Phytodetritus
Brada_villosa Sediment
Bylgides_elegans Phytodetritus
Bylgides_elegans Sediment
Bylgides_groenlandica Phytodetritus
Bylgides_groenlandica Sediment
Capitella_capitata Phytodetritus
Capitella_capitata Sediment
Chaetozone Phytodetritus
Chaetozone Sediment
Chone Phytodetritus
Chone Sediment
Circeis Phytodetritus
Circeis Sediment
Cossura_longocirrata Phytodetritus
Cossura_longocirrata Sediment
Diplocirrus_hirsutus Phytodetritus
Diplocirrus_hirsutus Sediment
Eteone Phytodetritus
Eteone Sediment
Euchone Phytodetritus
Euchone Sediment
Gattyana_cirrhosa Janira
Gattyana_cirrhosa Tanaidacea
Gattyana_cirrhosa Haliclona
Gattyana_cirrhosa Phyllodoce
Gattyana_cirrhosa Priapulus_caudatus
Gattyana_cirrhosa Sipunculida
Gattyana_cirrhosa Philine
Gattyana_cirrhosa Styela_rustica
Gattyana_cirrhosa Halocynthia_pyriformis
Gattyana_cirrhosa Urticina_eques
Gattyana_cirrhosa Hormathia_nodosa
Gattyana_cirrhosa Phytodetritus
Gattyana_cirrhosa Sediment
Glycera_capitata Janira
Glycera_capitata Tanaidacea
Glycera_capitata Haliclona
Glycera_capitata Eteone
Glycera_capitata Phyllodoce
Glycera_capitata Priapulus_caudatus
Glycera_capitata Sipunculida
Glycera_capitata Philine
Glycera_capitata Phytodetritus
Glycera_capitata Sediment
Harmothoe_imbricata Tanaidacea
Harmothoe_imbricata Haliclona
Harmothoe_imbricata Harmothoe_imbricata
Harmothoe_imbricata Phyllodoce
Harmothoe_imbricata Priapulus_caudatus
Harmothoe_imbricata Sipunculida
Harmothoe_imbricata Philine
Harmothoe_imbricata Phytodetritus
Harmothoe_imbricata Sediment
Heteromastus_filiformis Phytodetritus
Heteromastus_filiformis Sediment
Leitoscoloplos_mammosus Phytodetritus
Leitoscoloplos_mammosus Sediment
Levinsenia_gracilis Phytodetritus
Levinsenia_gracilis Sediment
Lumbrineris Phytodetritus
Lysippe_labiata Phytodetritus
Lysippe_labiata Sediment
Nephtys_ciliata Phytodetritus
Nereimyra_punctata Phytodetritus
Nereimyra_punctata Sediment
Nereis_zonata Tanaidacea
Nereis_zonata Haliclona
Nereis_zonata Harmothoe_imbricata
Nereis_zonata Nereis_zonata
Nereis_zonata Phyllodoce
Nereis_zonata Priapulus_caudatus
Nereis_zonata Sipunculida
Nereis_zonata Philine
Nereis_zonata Phytodetritus
Nereis_zonata Sediment
Pholoe_assimilis Phytodetritus
Pholoe_assimilis Sediment
Phyllodoce Phytodetritus
Phyllodoce Sediment
Polydora Phytodetritus
Polydora Sediment
Prionospio_cirrifera Phytodetritus
Prionospio_cirrifera Sediment
Sabellides_octocirrata Phytodetritus
Sabellides_octocirrata Sediment
Samytha_sexcirrata Phytodetritus
Samytha_sexcirrata Sediment
Scoletoma_fragilis Phytodetritus
Scoletoma_fragilis Sediment
Scoloplos_armiger Phytodetritus
Scoloplos_armiger Sediment
Spio Phytodetritus
Spio Sediment
Terebellides_stroemi Phytodetritus
Terebellides_stroemi Sediment
Thelepus_cincinnatus Phytodetritus
Thelepus_cincinnatus Sediment
Halicryptus_spinulosus POM
Halicryptus_spinulosus Phytodetritus
Halicryptus_spinulosus Sediment
Priapulus_caudatus POM
Priapulus_caudatus Phytodetritus
Priapulus_caudatus Sediment
Sipunculida Phytodetritus
Sipunculida Sediment
Pycnogonida Glycera_capitata
Pycnogonida Harmothoe_imbricata
Pycnogonida Heteromastus_filiformis
Pycnogonida Leitoscoloplos_mammosus
Pycnogonida Levinsenia_gracilis
Pycnogonida Lumbrineris
Pycnogonida Lysippe_labiata
Pycnogonida Nephtys_ciliata
Pycnogonida Nereimyra_punctata
Pycnogonida Nereis_zonata
Pycnogonida Boreocingula_castanea
Pycnogonida Boreotrophon_truncatus
Pycnogonida Buccinum_scalariforme
Pycnogonida Buccinum_terranovae
Pycnogonida Buccinum_undatum
Pycnogonida "Cylichna_cf. alba"
Pycnogonida "Cylichna_cf. oculata"
Pycnogonida Elachisina_globuloides
Pycnogonida Erginus_rubellus
Pycnogonida Euspira_pallida
Pycnogonida Frigidoalvania_cruenta
Pycnogonida Lepeta_caeca
